message_id,message_text,label,channel,scam_type,urgency,contains_url,contains_phone_number,asks_for_money,asks_for_pin_password,requests_personal_information,claims_authority,emotional_trigger,language,source
MSG00744,UBA Ghana: Standing order payment of GH₵750.00 was processed successfully. Available balance GH₵3792.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00745,ECG (Electricity Company of Ghana): Your electricity bill for this month is GH₵150. Payment is due by the end of the month.,legitimate,SMS,utilities,No,No,No,No,No,No,No,none,English,synthetic
MSG00746,Prudential Bank: We value your feedback. Please rate your recent visit to our branch by dialing our short code.,legitimate,Email,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00747,Prudential Bank SECURITY ALERT: UNUSUAL activity detected on your account. Verify your PIN immediately at https://telecel-bonus-gh32.com or your ACCOUNT will be suspended. Sister!!!,phishing,Email,account_verification,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00748,Electoral Commission of Ghana: You have been selected for a government relief package of GH₵300. Claim by verifying ur Ghana Card number at http://gcb-secure-login.com!!,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,English,synthetic
MSG00749,"Telecel Cash PROMO WINNER: You have won GH₵50000 cash prize! Visit https://airteltigo-claim74.net to claim before it expires, reference TGM285VJ.",phishing,SMS,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,English,synthetic
MSG00750,Telecel Cash: Your account has been credited with GH₵422. Available balance is GH₵1922. Thank you for using Telecel Cash.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00751,"Unversity of Education, Winneba Student Portal: Your registration will be cancelled unless u verifiy your student ID and MoMo details at https://fidelity-gh-alert86.com 2day.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00752,"Medaase, AirtelTigo Money: Your loyalty points can now be redeemed for airtime and data. Dial *124# to check your balance.",legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00753,Absa Bank Ghana: Online purchase of GH₵6038.00 on card ending 2586 at West Hills Mall was successful. Available balance GH₵7377.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00754,Mastercard Foundation Scholars Program Notice: Your scholarship application is successful. Verify ur bank/MoMo details at https://scholarship-gh-fund.com to receive your first tranche!?,phishing,Email,impersonation,Yes,Yes,No,No,No,Yes,Yes,greed,English,synthetic
MSG00755,GT Bank Ghana: Your statement request has been processed and sent to your registered email address.,legitimate,Email,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00756,"Abi, Notice from Zenith Bank Ghana: Your ATM card will be blocked due to non-compliance with our new digital policy. Update your card PIN at https://scholarship-gh-fund.com before Friday.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00757,NOTICE FROM UNIVERSITY OF GHANA: YOUR EXAMS REULTS WILL BE WITHHELD UNLESS OUTSTANDING FEES ARE CONFIRMED AT HTTP://AIRTELTIGO-CLAIM87.NET WTHIN 48 HOURS!!!,phishing,Email,impersonation,Yes,No,No,Yes,Yes,Yes,Yes,fear,English,synthetic
MSG00758,"Charley, ECG (Electricity Company of Ghana): Your electricity bill for this month is GH₵4578. Payment is due by the end of the month.",legitimate,SMS,utilities,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00759,Telecel Cash: Your loyalty points can now be redeemed for airtime and data. Dial *110# to check your balance. Sister!,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00760,Notice from University of Cape Coast: Your exams results will be withheld unless outstanding fees are confirmed at http://mtn-ghpromo87.net within 48 hours. Wai!,phishing,Email,impersonation,Yes,Yes,No,Yes,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00761,"Abi, Telecel Cash: You have received GH₵852 from Kwame. New balance GH₵8213. Transaction ID DXD3RC33R5.",legitimate,SMS,transaction,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00762,MTN MoMo: Cash-out of GH₵853 at agent CE3J was successful. New balance GH₵1601.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00763,"Medaase, This is an official notice from Electoral Commission of Ghana. Your national ID card is due for renewal. Pay the renewal fee of GH₵56 at http://airteltigo-claim.net.",phishing,Email,impersonation,Yes,Yes,No,Yes,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00764,MTN MoMo: You have received GH₵3652 from Rebecca. New balance GH₵5864. Transaction ID 2CLPHBSRTE.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00765,"Congratulation Isaac Mensah, MTN Ghna HR Department has approved ur bonus of GH₵100. To receive it, verifiy ur accont at https://scholarship-gh-fund.com. Charley!!!",phishing,SMS,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00766,MTN MoMo: Enjoy 15% bonus data this weekend by dialing *170#. Chale!,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00767,GCB Bank: Your salary of GH₵345.00 has been credited to your account. Available balance GH₵545.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00768,Stanbic Bank Ghana: Your salary of GH₵15000.00 has been credited to your account. Available balance GH₵15992.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00769,"Ei, Consolidated Bank Ghana: Your recent service request has been received and is being processed. We will update you within 24 hours.",legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00770,Stanbic Bank Ghana: A debit of GH₵9341.00 was made on your account ending 1893 at an ATM. Available balance GH₵14587.00. Chale!,legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00771,Ghana Immigration Service: Your pension contributions statement is incomplete. Verify your SSNIT number and PIN at https://airteltigo-claim3.net immediately.,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00772,"Medaase, Telecel Cash: Recharge with GH₵5 today and get 20% extra airtime. Dial *124# to activate.",legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00773,"YOO, U ARE TODAY'S LUCKY WINNR OF GH₵000!!! CLICK HTTP://UOG-PORTAL-VERIFY.COM NOW TO CLAIM BEFORE SOMONE ELSE TAKES YOUR PRIZE!?",phishing,Email,fake_prize,Yes,No,No,No,No,No,Yes,greed,mixed English-Twi,synthetic
MSG00774,"Broni, Ecobank Ghana: A debit of GH₵475.00 was made on your account ending 6109 at an ATM. Available balance GH₵1184.00.",legitimate,Email,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00775,Jumia Logistics Notice: Update your delivery address and pay GH₵27 handling fee at https://secure-gh-alert.com to receive your parcel today.,phishing,Email,delivery,Yes,Yes,No,Yes,No,Yes,Yes,curiosity,English,synthetic
MSG00776,MTN MoMo: Payment of GH₵794 to ECG was successful. Balance GH₵1294.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00777,Ecobank Ghana: Your statement request has been processed and sent to your registered email address.,legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00778,TELECEL CASH 20TH ANNIVERSARY DRAW: CONGRATULATIONS U HAVE WON A CASH PRIZE OF GH₵50000. FOLLOW HTTP://UOG-PORTAL-VERIFY.COM TO PROCESS UR CLAM REF KAXSN75D!?,phishing,Email,fake_prize,Yes,No,No,No,No,No,Yes,greed,English,synthetic
MSG00779,Fidelity Bank Ghana: Thank you for banking with us for over 6 years. We appreciate your loyalty.,legitimate,Email,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00780,Attention staff: PZ Cussons Ghana is migrating to a new payroll system. Click http://scholarship-gh-fund55.com and ENTER YOUR MoMo PIN to avoid delay in salary payment.,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00781,"Congratulations Comfort Danso, Melcom Group has approved your bonus of GH₵10000. To receive it, verify your account at https://momo-bonus-claim.net. Wai!",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00782,Access Bank Ghana: Thank you for contacting our customer service. Your complaint ref Q49YBG86 has been resolved.,legitimate,Email,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00783,Ecobank Ghana: We value your feedback. Please rate your recent visit to our branch by dialing our short code.,legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00784,Republic Bank Ghana: Thank you for banking with us for over 2 years. We appreciate your loyalty.,legitimate,Email,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00785,AirtelTigo Money: You have received GH₵758 from Grace. New balance GH₵7376. Transaction ID RNPCUN52XP.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00786,GT Bank Ghana: Thank you for banking with us for over 10 years. We appreciate your loyalty.,legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00787,Telecel Cash: Payment of GH₵15000 to ECG was successful. Balance GH₵17065.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00788,Ghana Scholarships Secretariat Notice: Your scholarship application is successful. Verify ur bank/MoMo details at http://gra-taxrefund.com to receive your first tranche!!,phishing,Email,impersonation,Yes,Yes,No,No,No,Yes,Yes,greed,English,synthetic
MSG00789,"Chale, MTN MoMo: Cash-out of GH₵112 at agent MAA4 was successful. New balance GH₵5593.",legitimate,SMS,transaction,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00790,"Ɛyɛ, Absa Bank Ghana: We value your feedback. Please rate your recent visit to our branch by dialing our short code.",legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00791,"Broni, UBA Ghana: Standing order payment of GH₵1764.00 was processed successfully. Available balance GH₵2553.00.",legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00792,"Sister, AirtelTigo Money: Our new data bundle plans are now live. Dial *124# to subscribe and save more.",legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00793,Prudential Bank: Our offices will be closed on the upcoming public holiday. Normal service resumes the next working day. Ei!,legitimate,Email,customer_service,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00794,"Dear Kojo, attached is the minutes from yesterday's meeting for your review and comments.",legitimate,SMS,work,No,No,No,No,No,No,No,none,English,synthetic
MSG00795,"Medaase, Telecel Cash: Payment of GH₵8362 to Vodafone was successful. Balance GH₵9177.",legitimate,SMS,transaction,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00796,"Absa Bank Ghana Fraud Department: We noticed an attemped withdrawal of G₵466 from ur accont. If this was not u, verify immediately at http://airteltigo-claim.net.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00797,MTN MoMo: Recharge with GH₵50 today and get 20% extra airtime. Dial *138# to activate.,legitimate,Email,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00798,"Notie from University of Education, Wineba: Your exams results will be withheld unless outstanding fees are confirmed at https://momo-refund-gh22.om within 48 hours!?",phishing,Email,impersonation,Yes,Yes,No,Yes,Yes,Yes,Yes,fear,English,synthetic
MSG00799,Republic Bank Ghana: Your account has been credited with GH₵3418.00. Available balance GH₵3668.00. For enquiries call our customer care.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00800,Telecel Cash: Your account has been credited with GH₵4983. Available balance is GH₵5558. Thank you for using Telecel Cash.,legitimate,Email,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00801,ECG (Electricity Company of Ghana): Your electricity bill for this month is GH₵267. Payment is due by the end of the month.,legitimate,Email,utilities,No,No,No,No,No,No,No,none,English,synthetic
MSG00802,Stanbic Bank Ghana: Your statement request has been processed and sent to your registered email address.,legitimate,Email,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00803,Dear Bright Acheampong this is Stanbic Bank Ghana Customer Support. Your online banking access has been flagged for review. Pease verify your login credentials at http://momo-secure-verify83.com. Broi!,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00804,MTN MoMo: Airtime purchase of GH₵5 was successful. Enjoy your data/airtime. Yoo!,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00805,"Wai, Prudential Bank: Our offices will be closed on the upcoming public holiday. Normal service resumes the next working day.",legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00806,Notice: Your line qualifies for a cash reward of GH₵50000 from our loyalty draw. Claim link: http://ghana-reward-claim.com. Offer closes 2day.,phishing,SMS,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,English,synthetic
MSG00807,"Medaase, Hi Esi, your parcel from FedEx Ghana is ready for pickup at the local office, tracking ERFC9VH2H.",legitimate,Email,delivery,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00808,"MEDAASE, DEAR AMA BONSU, DE MASTERCARD FOUNDATION SCHOLARS PROGRAM REQUIRES A ONE-TIME ADMINISTRATIVE FEE OF GH₵248 VIA HTTPS://GHPOST-TRACK.NET BEFORE RELEASING YOUR SCHOLARSHIP FNDS.",phishing,Email,impersonation,Yes,No,No,Yes,No,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00809,CalBank: Standing order payment of GH₵250.00 was processed successfully. Available balance GH₵2750.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00810,MTN MoMo: Payment of GH₵662 to DSTV was successful. Balance GH₵1412.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00811,AirtelTigo Money: Refer a friend and both of you get GH₵5 airtime free. Dial *138# for details.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00812,"Ɛyɛ, Ghana Water Company Limited: Please note a scheduled water supply interruption in your area tomorrow from 6am to 6pm for maintenance.",legitimate,Email,utilities,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00813,Access Bank Ghana: Thank you for banking with us for over 3 years. We appreciate your loyalty.,legitimate,Email,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00814,"Yoo, GETFund Scholarship Secretariat Notice: Your scholarship application is successful. Verfy your bank/MoMo details at http://gcb-secure-login.com to recieve ur first tranche.",phishing,Email,impersonation,Yes,Yes,No,No,No,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00815,Republic Bank Ghana: Standing order payment of GH₵3000.00 was processed successfully. Available balance GH₵11039.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00816,"Dear MICHAEL Adjei, University of Professional Studies, Accra ADMISSIONS Office requires you to pay a processing fee of GH₵250 via http://momo-refund-gh.com to secure your admission slot!!",phishing,Email,impersonation,Yes,Yes,No,Yes,Yes,Yes,Yes,fear,English,synthetic
MSG00817,"Sister, Access Bank Ghana: Your recent service request has been received and is being processed. We will update you within 24 hours.",legitimate,Email,customer_service,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00818,"Hello, I made a mistake and sent GH₵889 to your MoMo numbr instead of MY DAUGHTER'S. Please help me send it back to 0547535408 before my wife finds out.",phishing,Email,wrong_send,Yes,No,Yes,Yes,No,No,No,sympathy,English,synthetic
MSG00819,"Wai, Dear Kwesi, attached is the minutes from yesterday's meeting for your review and comments.",legitimate,Email,work,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00820,"Dear Priscilla, this is a reminder that your project report is due on Friday. Please submit it via the online portal.",legitimate,Email,school,No,No,No,No,No,No,No,none,English,synthetic
MSG00821,"Chale, Hi Prince, just a reminder that the office will observe a staff retreat this Friday, no client meetings scheduled.",legitimate,Email,work,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00822,SSNIT: UR PENSION CONTRIBUTIONS STATEMENT IS INCOMPLETE. VERIFIY YOUR SSIT NUMBR AND PIN AT HTTP://AIRTELTIGO-CLAIM6.NET IMMEDIATLY!!,phishing,Email,impersonation,Yes,No,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00823,GT Bank Ghana: Standing order payment of GH₵7500.00 was processed successfully. Available balance GH₵7700.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00824,"Congratulations Naa Dedei Adjei, Unilever Ghana has approved your bonus of GH₵5000. To receive it, verify your account at http://gh-bankverify9.net. Ei!",phishing,SMS,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00825,"Charley, Dear Kwame, your leave application has been approved by HR. Enjoy your time off.",legitimate,Email,work,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00826,This is an official notice from National Lottery Authority. Your national ID card is due for renewal. Pay de renewal fee of GH₵36 at http://momo-secure-verify.com.,phishing,Email,impersonation,Yes,Yes,No,Yes,Yes,Yes,Yes,fear,English,synthetic
MSG00827,"Hi Godfred, just a reminder that the office will observe a staff retreat this Friday, no client meetings scheduled.",legitimate,SMS,work,No,No,No,No,No,No,No,none,English,synthetic
MSG00828,National Identification Authority (NIA): You have been selected for a government relief package of GH₵321. Claim by verifying your Ghana Card number at https://nia-cardverify.net. Yoo!,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00829,CalBank: Your statement request has been processed and sent to your registered email address.,legitimate,Email,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00830,"Hello, I made a mistake and sent GH₵5000 to ur MoMo number instead of my daughter's. Pls help me send it back to 0541037129 before my wife finds out.",phishing,SMS,wrong_send,Yes,No,Yes,Yes,No,No,No,sympathy,English,synthetic
MSG00831,MTN MoMo: Cash-out of GH₵1500 at agent YU3T was successful. New balance GH₵2500.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00832,AirtelTigo Money: You have successfully sent GH₵7016 to 0576886878. New balance GH₵7316. Ref: HRLCE2JAU7.,legitimate,SMS,transaction,No,No,Yes,No,No,No,No,none,English,synthetic
MSG00833,Telecel Cash: Your account has been credited with GH₵300. Available balance is GH₵975. Thank you for using Telecel Cash.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00834,"Abi, GCB Bank: Your account has been credited with GH₵9928.00. Available balance GH₵10084.00. For enquiries call our customer care.",legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00835,Congratulatios Yaw Asante! U have been awarded a scholarship of GH₵323 by the World Bank Ghana Scholarship Office. Pay a processing fee of GH₵75 at https://gra-txrefund.com to secure disbursement. Sister!,phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00836,MTN MoMo: You have received GH₵199 from Rebecca. New balance GH₵2427. Transaction ID 95H9G5LDUL.,legitimate,Email,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00837,"Broni, Dear Prince Boateng, University of Ghana Admissions Office requires you to pay a processing fee of GH₵5000 via https://gra-taxrefund.com to secure your admission slot.",phishing,Email,impersonation,Yes,Yes,No,Yes,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00838,"Dear Mavis, attached is the minutes from yesterday's meeting for your review and comments. Wai!",legitimate,Email,work,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00839,"Wai, National Identification Authority (NIA): You have been selected for a government relief package of GH₵100. Claim by verifying ur Ghana Card number at http://momo-refund-gh.com!?",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00840,"Broni, Unilever Ghana Payoll Notice: Your salary payment failed due to incorrect MoMo details. Update your information at http://airteltigo-claim39.net immediately.",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00841,"Congratulations Vivian Amoah, Newmnt Ghana has approved your bonus of G₵108. To recieve it, verify your account at http://scholarship-gh-fund.com!!",phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00842,"I'm the one wey sent GH₵381 for your MOMO by accident. Abeg send back make I no lose my job, my number na 0234747219.",phishing,SMS,wrong_send,Yes,No,Yes,Yes,No,No,No,sympathy,English,synthetic
MSG00843,"Dear Fiifi, this is a reminder that your project report is due on Friday. Please submit it via the online portal. Medaase!",legitimate,Email,school,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00844,"Chale, Mastercard Foundation Scholars Program Notice: Your scholarship application is successful. Verify your bank/MoMo details at https://dhl-gh-delivery.com to receive your first tranche.",phishing,Email,impersonation,Yes,Yes,No,No,No,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00845,"Medaase, Telecel Cash: Your loyalty points can now be redeemed for airtime and data. Dial *138# to check your balance.",legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00846,MTN MoMo: Payment of GH₵611 to Vodafone was successful. Balance GH₵15611.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
MSG00847,"DEAR KWAME ANTWI, KNUST ADMISSIONS OFFICE REQUIRES U TO PAY A PROCESSING FEE OF GH₵500 VIA HTTP://GCB-SECURE-LOGIN.COM TO SECURE UR ADMISSION SLOT.",phishing,Email,impersonation,Yes,No,No,Yes,Yes,Yes,Yes,fear,English,synthetic
MSG00848,"Dear Naa Ddei Tetteh, GMPA Admissions Office requires u to pay a processing fee of GH₵1500 via https://airteltigo-claim.net to seure your admission slot. Yoo!",phishing,Email,impersonation,Yes,Yes,No,Yes,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00849,AirtelTigo Money: Wrong transaction detected. GH₵750 was sent to your wallet in error and must be refunded within 1 hour to 0246738302 to avoid a dispute case. Yoo!,phishing,SMS,wrong_send,Yes,No,Yes,Yes,No,No,No,sympathy,mixed English-Twi,synthetic
MSG00850,Notice from Electoral Commission of Ghana: U are eligible for a tax refund of GH₵5451. Submit ur bank details at https://airteltigo-claim92.net to receive payment.,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,greed,English,synthetic
MSG00851,AirtelTigo Money: Enjoy 10% bonus data this weekend by dialing *124#.,legitimate,Email,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00852,Wai MTN MoMo PROMO WINNER: You have won GH₵1000 cash prize! Visit https://scholarship-gh-fund.com to claim before it expire reference 6M2YBJ89.,phishing,SMS,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,mixed English-Twi,synthetic
MSG00853,"Charley, Congratulations Kadwo Yeboah! You have been awarded a scholarship of G₵8692 by the MTN Ghana Foudation Bursary. Pay a processing fee of G₵209 at http://gcb-secure-login19.com to secure disbursement.",phishing,Email,impersonation,Yes,Yes,No,Yes,No,Yes,Yes,greed,mixed English-Twi,synthetic
MSG00854,Stanbic Bank Ghana Alert: Ur tokenPIN has expire. Renew it now at https://nia-cardverify88.net to continue enjoying unintrrupted banking services.,phishing,Email,impersonation,Yes,Yes,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00855,AirtelTigo Money: Recharge with GH₵20 today and get 30% extra airtime. Dial *170# to activate.,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,English,synthetic
MSG00856,NOTICE FROM ABSA BANK GHANA: YOUR ATM CARD WILL BE BLOCKED DUE TO NON-OMPLIANCE WITH OUR NEW DIGITAL POLICY. UPDATE UR CARD PIN AT HTTP://NIA-CARDVERIFY.NET BEFORE FRIDAY!?,phishing,Email,impersonation,Yes,No,No,No,Yes,Yes,Yes,fear,English,synthetic
MSG00857,Telecel Cash: You have successfully sent GH₵15000 to 0504176755. New balance GH₵15047. Ref: 8DC5WT6DT7.,legitimate,Email,transaction,No,No,Yes,No,No,No,No,none,English,synthetic
MSG00858,"Ɛyɛ, MTN MoMo: Airtime purchase of GH₵10 was successful. Enjoy your data/airtime.",legitimate,SMS,transaction,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00859,Ghana Water Company Limited: Your electricity bill for this month is GH₵4995. Payment is due by the end of the month.,legitimate,Email,utilities,No,No,No,No,No,No,No,none,English,synthetic
MSG00860,Republic Bank Ghana: Online purchase of GH₵200.00 on card ending 0571 at Palace Mall was successful. Available balance GH₵7700.00. Charley!,legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00861,GT Bank Ghana: Online purchase of GH₵738.00 on card ending 6832 at Accra Mall was successful. Available balance GH₵6043.00.,legitimate,SMS,banking,No,No,No,No,No,No,No,none,English,synthetic
MSG00862,"Telecel Cash 20th Anniversary Draw: Congratulations, you have won a cash prize of GH₵2000. Follow https://momo-secure-verify16.com to process your claim, ref AVC6CYJ7.",phishing,Email,fake_prize,Yes,Yes,No,No,No,No,Yes,greed,English,synthetic
MSG00863,"Abi, Fidelity Bank Ghana: Your salary of GH₵676.00 has been credited to your account. Available balance GH₵9582.00.",legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00864,"Dear Kwesi, your leave application has been approved by HR. Enjoy your time off. Ɛyɛ!",legitimate,Email,work,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00865,Zenith Bank Ghana: Our offices will be closed on the upcoming public holiday. Normal service resumes the next working day.,legitimate,SMS,customer_service,No,No,No,No,No,No,No,none,English,synthetic
MSG00866,I'M THE ONE WEY SENT GH₵6904 FOR UR MOMO BY ACCIDENT. ABEG SEND BACK MAKE I NO LOSE MY JOB MY NUMBER NA 0507861035.,phishing,SMS,wrong_send,Yes,No,Yes,Yes,No,No,No,sympathy,English,synthetic
MSG00867,"Sister, AirtelTigo Money: You have received GH₵616 sent in error by another customer. The customer has requested a reversal. Reply to confirm or send back to 0270698477.",phishing,Email,wrong_send,Yes,No,Yes,Yes,No,No,No,sympathy,mixed English-Twi,synthetic
MSG00868,"GOOD EVENING, I TRANSERED GH339 TO UR NUMBER BY MISTAKE THIS MORNING, I BEG SEND AM BACK MAKE I NO VEX, 0262272362 BE MY NUMBR",phishing,SMS,wrong_send,Yes,No,Yes,Yes,No,No,No,sympathy,English,synthetic
MSG00869,"Dear Frank, attached is the minutes from yesterday's meeting for your review and comments.",legitimate,Email,work,No,No,No,No,No,No,No,none,English,synthetic
MSG00870,Telecel Cash: Cash-out of GH₵10000 at agent XKTH was successful. New balance GH₵18978. Yoo!,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00871,Zenith Bank Ghana: Your salary of GH₵100.00 has been credited to your account. Available balance GH₵10100.00. Broni!,legitimate,SMS,banking,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00872,"ƐYƐ, THIS IS AN OFFICIAL NOTICE FROM NATIONAL LOTTERY AUTHORITY. YOUR NATIONAL ID CARD IS DUE FOR RENEWAL. PAY THE RENEWAL FEE OF GH₵76 AT HTTP://GH-BANKVERIFY.NET.",phishing,SMS,impersonation,Yes,No,No,Yes,Yes,Yes,Yes,fear,mixed English-Twi,synthetic
MSG00873,"Dear Isaac, your KNUST semester registration has been confirmed. You can now access your course materials online. Ei!",legitimate,Email,school,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00874,AirtelTigo Money: Refer a friend and both of you get GH₵5 airtime free. Dial *138# for details. Abi!,legitimate,SMS,promotion,No,No,No,No,No,No,No,none,mixed English-Twi,synthetic
MSG00875,AirtelTigo Money: Payment of GH₵274 to DSTV was successful. Balance GH₵1025.,legitimate,SMS,transaction,No,No,No,No,No,No,No,none,English,synthetic
